hour_of_year,timestamp,date,month,weekday,weekday_number,hour,equivalent_day,dtu_profile_value,load_mw,energy_mwh,cumulative_energy_mwh,source_method
5567,2023-08-20 22:00:00,2023-08-20,8,Sunday,7,22,56,46.68127024,19.708235764411953,19.708235764411953,170976.39690532145,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5568,2023-08-20 23:00:00,2023-08-20,8,Sunday,7,23,56,48.27267718000001,20.380107438198728,20.380107438198728,170996.77701275965,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5569,2023-08-21 00:00:00,2023-08-21,8,Monday,1,0,50,57.6537912,24.340693898002616,24.340693898002616,171021.11770665765,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5570,2023-08-21 01:00:00,2023-08-21,8,Monday,1,1,50,54.8066904,23.13868432279261,23.13868432279261,171044.25639098044,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5571,2023-08-21 02:00:00,2023-08-21,8,Monday,1,2,50,56.942016,24.040191504200113,24.040191504200113,171068.29658248465,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5572,2023-08-21 03:00:00,2023-08-21,8,Monday,1,3,50,56.230240800000004,23.739689110397617,23.739689110397617,171092.03627159505,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5573,2023-08-21 04:00:00,2023-08-21,8,Monday,1,4,50,58.3655664,24.64119629180512,24.64119629180512,171116.67746788685,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5574,2023-08-21 05:00:00,2023-08-21,8,Monday,1,5,50,59.78911680000001,25.242201079410126,25.242201079410126,171141.91966896626,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5575,2023-08-21 06:00:00,2023-08-21,8,Monday,1,6,50,61.9244424,26.143708260817622,26.143708260817622,171168.06337722708,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5576,2023-08-21 07:00:00,2023-08-21,8,Monday,1,7,50,64.059768,27.045215442225132,27.045215442225132,171195.1085926693,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5577,2023-08-21 08:00:00,2023-08-21,8,Monday,1,8,50,66.90686880000001,28.24722501743514,28.24722501743514,171223.35581768674,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5578,2023-08-21 09:00:00,2023-08-21,8,Monday,1,9,50,67.618644,28.547727411237634,28.547727411237634,171251.90354509797,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5579,2023-08-21 10:00:00,2023-08-21,8,Monday,1,10,50,66.90686880000001,28.24722501743514,28.24722501743514,171280.1507701154,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5580,2023-08-21 11:00:00,2023-08-21,8,Monday,1,11,50,66.19509359999999,27.946722623632628,27.946722623632628,171308.09749273903,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5581,2023-08-21 12:00:00,2023-08-21,8,Monday,1,12,50,64.7715432,27.345717836027628,27.345717836027628,171335.44321057506,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5582,2023-08-21 13:00:00,2023-08-21,8,Monday,1,13,50,62.636217599999995,26.444210654620125,26.444210654620125,171361.88742122968,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5583,2023-08-21 14:00:00,2023-08-21,8,Monday,1,14,50,61.9244424,26.143708260817622,26.143708260817622,171388.0311294905,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5584,2023-08-21 15:00:00,2023-08-21,8,Monday,1,15,50,64.7715432,27.345717836027628,27.345717836027628,171415.37684732652,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5585,2023-08-21 16:00:00,2023-08-21,8,Monday,1,16,50,67.618644,28.547727411237634,28.547727411237634,171443.92457473776,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5586,2023-08-21 17:00:00,2023-08-21,8,Monday,1,17,50,69.7539696,29.44923459264514,29.44923459264514,171473.3738093304,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5587,2023-08-21 18:00:00,2023-08-21,8,Monday,1,18,50,71.17752,30.050239380250144,30.050239380250144,171503.42404871064,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5588,2023-08-21 19:00:00,2023-08-21,8,Monday,1,19,50,69.0421944,29.14873219884264,29.14873219884264,171532.57278090948,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5589,2023-08-21 20:00:00,2023-08-21,8,Monday,1,20,50,66.90686880000001,28.24722501743514,28.24722501743514,171560.82000592691,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5590,2023-08-21 21:00:00,2023-08-21,8,Monday,1,21,50,59.78911680000001,25.242201079410126,25.242201079410126,171586.06220700633,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5591,2023-08-21 22:00:00,2023-08-21,8,Monday,1,22,50,62.636217599999995,26.444210654620125,26.444210654620125,171612.50641766094,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5592,2023-08-21 23:00:00,2023-08-21,8,Monday,1,23,50,64.7715432,27.345717836027628,27.345717836027628,171639.85213549697,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5593,2023-08-22 00:00:00,2023-08-22,8,Tuesday,2,0,51,60.0407316,25.348429632633298,25.348429632633298,171665.2005651296,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5594,2023-08-22 01:00:00,2023-08-22,8,Tuesday,2,1,51,57.07575719999999,24.096655329787204,24.096655329787204,171689.29722045938,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5595,2023-08-22 02:00:00,2023-08-22,8,Tuesday,2,2,51,59.299488000000004,25.035486056921776,25.035486056921776,171714.33270651632,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5596,2023-08-22 03:00:00,2023-08-22,8,Tuesday,2,3,51,58.5582444,24.722542481210255,24.722542481210255,171739.05524899752,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5597,2023-08-22 04:00:00,2023-08-22,8,Tuesday,2,4,51,60.7819752,25.66137320834482,25.66137320834482,171764.71662220586,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5598,2023-08-22 05:00:00,2023-08-22,8,Tuesday,2,5,51,62.26446239999999,26.287260359767863,26.287260359767863,171791.00388256562,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5599,2023-08-22 06:00:00,2023-08-22,8,Tuesday,2,6,51,64.4881932,27.22609108690243,27.22609108690243,171818.22997365252,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5600,2023-08-22 07:00:00,2023-08-22,8,Tuesday,2,7,51,66.711924,28.164921814036997,28.164921814036997,171846.39489546654,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5601,2023-08-22 08:00:00,2023-08-22,8,Tuesday,2,8,51,69.6768984,29.416696116883084,29.416696116883084,171875.81159158342,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5602,2023-08-22 09:00:00,2023-08-22,8,Tuesday,2,9,51,70.41814199999999,29.729639692594603,29.729639692594603,171905.541231276,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5603,2023-08-22 10:00:00,2023-08-22,8,Tuesday,2,10,51,69.6768984,29.416696116883084,29.416696116883084,171934.95792739288,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5604,2023-08-22 11:00:00,2023-08-22,8,Tuesday,2,11,51,68.9356548,29.10375254117156,29.10375254117156,171964.06167993406,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5605,2023-08-22 12:00:00,2023-08-22,8,Tuesday,2,12,51,67.4531676,28.477865389748523,28.477865389748523,171992.53954532382,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5606,2023-08-22 13:00:00,2023-08-22,8,Tuesday,2,13,51,65.2294368,27.539034662613954,27.539034662613954,172020.07857998644,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5607,2023-08-22 14:00:00,2023-08-22,8,Tuesday,2,14,51,64.4881932,27.22609108690243,27.22609108690243,172047.30467107333,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5608,2023-08-22 15:00:00,2023-08-22,8,Tuesday,2,15,51,67.4531676,28.477865389748523,28.477865389748523,172075.78253646308,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5609,2023-08-22 16:00:00,2023-08-22,8,Tuesday,2,16,51,70.41814199999999,29.729639692594603,29.729639692594603,172105.51217615567,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5610,2023-08-22 17:00:00,2023-08-22,8,Tuesday,2,17,51,72.6418728,30.668470419729175,30.668470419729175,172136.1806465754,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5611,2023-08-22 18:00:00,2023-08-22,8,Tuesday,2,18,51,74.12436,31.29435757115222,31.29435757115222,172167.47500414654,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5612,2023-08-22 19:00:00,2023-08-22,8,Tuesday,2,19,51,71.9006292,30.355526844017653,30.355526844017653,172197.83053099056,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5613,2023-08-22 20:00:00,2023-08-22,8,Tuesday,2,20,51,69.6768984,29.416696116883084,29.416696116883084,172227.24722710744,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5614,2023-08-22 21:00:00,2023-08-22,8,Tuesday,2,21,51,62.26446239999999,26.287260359767863,26.287260359767863,172253.5344874672,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5615,2023-08-22 22:00:00,2023-08-22,8,Tuesday,2,22,51,65.2294368,27.539034662613954,27.539034662613954,172281.07352212982,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5616,2023-08-22 23:00:00,2023-08-22,8,Tuesday,2,23,51,67.4531676,28.477865389748523,28.477865389748523,172309.55138751958,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5617,2023-08-23 00:00:00,2023-08-23,8,Wednesday,3,0,52,58.5106416,24.70244518735722,24.70244518735722,172334.25383270692,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5618,2023-08-23 01:00:00,2023-08-23,8,Wednesday,3,1,52,55.6212272,23.482571350944518,23.482571350944518,172357.73640405785,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5619,2023-08-23 02:00:00,2023-08-23,8,Wednesday,3,2,52,57.788288,24.397476728254045,24.397476728254045,172382.1338807861,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5620,2023-08-23 03:00:00,2023-08-23,8,Wednesday,3,3,52,57.0659344,24.092508269150873,24.092508269150873,172406.22638905526,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5621,2023-08-23 04:00:00,2023-08-23,8,Wednesday,3,4,52,59.232995200000005,25.0074136464604,25.0074136464604,172431.23380270172,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5622,2023-08-23 05:00:00,2023-08-23,8,Wednesday,3,5,52,60.677702399999994,25.617350564666744,25.617350564666744,172456.85115326638,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5623,2023-08-23 06:00:00,2023-08-23,8,Wednesday,3,6,52,62.844763199999996,26.53225594197627,26.53225594197627,172483.38340920836,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5624,2023-08-23 07:00:00,2023-08-23,8,Wednesday,3,7,52,65.011824,27.4471613192858,27.4471613192858,172510.83057052764,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5625,2023-08-23 08:00:00,2023-08-23,8,Wednesday,3,8,52,67.9012384,28.6670351556985,28.6670351556985,172539.49760568334,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5626,2023-08-23 09:00:00,2023-08-23,8,Wednesday,3,9,52,68.623592,28.97200361480168,28.97200361480168,172568.46960929813,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5627,2023-08-23 10:00:00,2023-08-23,8,Wednesday,3,10,52,67.9012384,28.6670351556985,28.6670351556985,172597.13664445383,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5628,2023-08-23 11:00:00,2023-08-23,8,Wednesday,3,11,52,67.1788848,28.362066696595328,28.362066696595328,172625.49871115043,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
5629,2023-08-23 12:00:00,2023-08-23,8,Wednesday,3,12,52,65.7341776,27.752129778388973,27.752129778388973,172653.2508409288,Reconstructed from DTU Santiago equivalent-week load profiles and scaled to the 2023 Santiago annual generation anchor.
